Product ID,Product Name,Category,Sub-Category,Price Per Unit
OFF-FA-10000585,OIC Bulk Pack Metal Binder Clips,Office Supplies,Fasteners,1.74
OFF-ACC-10000307,"Acco Index Tab, Clear",Office Supplies,Binders,4.71
FUR-HON-10001689,"Hon Executive Leather Armchair, Red",Furniture,Chairs,435.05
OFF-SAN-10000874,"Sanford Pencil Sharpener, Fluorescent",Office Supplies,Art,14.53
OFF-AP-10004245,"Hoover Stove, Black",Office Supplies,Appliances,229.78
OFF-AR-10001291,"Sanford Canvas, Fluorescent",Office Supplies,Art,27.48
OFF-AR-10000833,"Binney & Smith Pencil Sharpener, Water Color",Office Supplies,Art,17.92
OFF-ST-10002743,SAFCO Boltless Steel Shelving,Office Supplies,Storage,108.04
FUR-FU-10000394,"Rubbermaid Photo Frame, Durable",Furniture,Furnishings,20.04
OFF-LA-10003223,Avery 508,Office Supplies,Labels,2.24
OFF-BI-10004094,GBC Standard Plastic Binding Systems Combs,Office Supplies,Binders,4.64
FUR-HAR-10002223,"Harbour Creations Chairmat, Set of Two",Furniture,Chairs,62.54
OFF-BI-10003676,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",Office Supplies,Binders,4.02
OFF-PA-10000350,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",Office Supplies,Paper,3.75
OFF-BI-10004230,GBC Recycled Grain Textured Covers,Office Supplies,Binders,17.18
OFF-SME-10004247,"Smead Shelving, Single Width",Office Supplies,Storage,25.32
FUR-ADV-10003326,"Advantus Light Bulb, Black",Furniture,Furnishings,10.7
TEC-AC-10002001,Logitech Wireless Gaming Headset G930,Technology,Accessories,82.46
OFF-PA-10001878,Xerox 1891,Office Supplies,Paper,20.86
OFF-AR-10000588,Newell 345,Office Supplies,Art,12.01
OFF-BI-10001617,GBC Wire Binding Combs,Office Supplies,Binders,4.26
OFF-SU-10000381,Acme Forged Steel Scissors with Black Enamel Handles,Office Supplies,Supplies,5.66
OFF-SU-10002881,Martin Yale Chadless Opener Electric Letter Opener,Office Supplies,Supplies,646.85
OFF-AP-10002397,"Breville Microwave, White",Office Supplies,Appliances,183.45
FUR-CH-10004913,"Office Star Rocking Chair, Red",Furniture,Chairs,115.71
OFF-ST-10000991,Space Solutions HD Industrial Steel Shelving.,Office Supplies,Storage,102.62
TEC-CO-10000679,"Hewlett Personal Copier, High-Speed",Technology,Copiers,131.21
OFF-BIC-10002403,"BIC Sketch Pad, Easy-Erase",Office Supplies,Art,19.49
OFF-EN-10003498,"Cameo Interoffice Envelope, Recycled",Office Supplies,Envelopes,23.74
OFF-PA-10004071,"Eaton Premium Continuous-Feed Paper, 25% Cotton, Letter Size, White, 1000 Shts/Box",Office Supplies,Paper,9.79
OFF-HAR-10003043,"Harbour Creations Shipping Labels, 5000 Label Set",Office Supplies,Labels,7.08
FUR-ELD-10004384,"Eldon Frame, Black",Furniture,Furnishings,75.19
OFF-ST-10001031,Adjustable Personal File Tote,Office Supplies,Storage,9.99
OFF-ST-10003455,"Tenex File Box, Personal Filing Tote with Lid, Black",Office Supplies,Storage,9.78
OFF-AR-10002952,Stanley Contemporary Battery Pencil Sharpeners,Office Supplies,Art,6.71
OFF-BI-10000871,"Wilson Jones Binder Covers, Recycled",Office Supplies,Binders,7.51
OFF-BI-10004209,"Fellowes Twister Kit, Gray/Clear, 3/pkg",Office Supplies,Binders,3.4
OFF-FA-10003838,"Stockwell Rubber Bands, Assorted Sizes",Office Supplies,Fasteners,10.22
OFF-AR-10004757,Crayola Colored Pencils,Office Supplies,Art,1.71
OFF-BI-10004869,"Avery 3-Hole Punch, Recycled",Office Supplies,Binders,13.47
OFF-FA-10001621,"OIC Rubber Bands, Bulk Pack",Office Supplies,Fasteners,10.47
OFF-AR-10000127,Newell 321,Office Supplies,Art,1.98
TEC-CAN-10001378,"Canon Personal Copier, High-Speed",Technology,Copiers,100.78
OFF-PA-10003349,Xerox 1957,Office Supplies,Paper,2.41
OFF-AR-10004685,"Binney & Smith Crayola Metallic Colored Pencils, 8-Color Set",Office Supplies,Art,2.61
OFF-LA-10000219,"Harbour Creations File Folder Labels, Adjustable",Office Supplies,Labels,5.49
OFF-LA-10004234,"Smead File Folder Labels, 5000 Label Set",Office Supplies,Labels,8.69
TEC-CO-10002601,"Brother Fax and Copier, Digital",Technology,Copiers,150.44
FUR-BO-10001646,"Safco Corner Shelving, Metal",Furniture,Bookcases,56.27
FUR-FU-10000135,"Tenex Photo Frame, Black",Furniture,Furnishings,34.73
FUR-CH-10004580,"Office Star Bag Chairs, Adjustable",Furniture,Chairs,35.28
FUR-CH-10001146,"Global Value Mid-Back Manager's Chair, Gray",Furniture,Chairs,42.46
OFF-AR-10001269,"BIC Markers, Water Color",Office Supplies,Art,16.08
FUR-HON-10003653,"Hon Steel Folding Chair, Black",Furniture,Chairs,49.45
OFF-PA-10003994,"Eaton Note Cards, Premium",Office Supplies,Paper,16.85
OFF-IBI-10000099,"Ibico Binder, Clear",Office Supplies,Binders,12.32
OFF-PA-10000474,Staples,Office Supplies,Paper,14.33
OFF-ST-10003132,"Fellowes Box, Blue",Office Supplies,Storage,15.26
OFF-PA-10001363,Xerox 1933,Office Supplies,Paper,5.31
OFF-BI-10004364,Storex Dura Pro Binders,Office Supplies,Binders,2.42
OFF-ST-10003442,Eldon Portable Mobile Manager,Office Supplies,Storage,19.96
OFF-ELI-10001507,"Elite Scissors, Steel",Office Supplies,Supplies,15.67
OFF-PA-10003016,"Adams ""While You Were Out"" Message Pads",Office Supplies,Paper,1.54
FUR-BO-10000891,"Ikea Classic Bookcase, Pine",Furniture,Bookcases,204.3
OFF-AR-10002605,"Sanford Sketch Pad, Fluorescent",Office Supplies,Art,19.29
FUR-FU-10002637,"Deflect-O Stacking Tray, Erganomic",Furniture,Furnishings,11.77
OFF-FA-10001700,"Accos Rubber Bands, Bulk Pack",Office Supplies,Fasteners,6.43
TEC-AC-10003611,"Memorex Flash Drive, Programmable",Technology,Accessories,11.44
TEC-AC-10003911,NETGEAR AC1750 Dual Band Gigabit Smart WiFi Router,Technology,Accessories,74.1
TEC-PH-10003927,"Nokia Audio Dock, with Caller ID",Technology,Phones,93.54
OFF-ST-10001522,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",Office Supplies,Storage,79.81
FUR-CH-10001647,"Novimex Swivel Stool, Black",Furniture,Chairs,91.04
OFF-BI-10001670,Vinyl Sectional Post Binders,Office Supplies,Binders,17.07
OFF-SU-10002402,"Stiletto Box Cutter, Steel",Office Supplies,Supplies,10.01
TEC-CO-10001846,"Hewlett Fax and Copier, Digital",Technology,Copiers,162.49
OFF-AR-10004990,"Boston Highlighters, Blue",Office Supplies,Art,8.71
OFF-STA-10000244,"Stanley Sketch Pad, Fluorescent",Office Supplies,Art,36.91
OFF-ST-10000563,Fellowes Bankers Box Stor/Drawer Steel Plus,Office Supplies,Storage,28.32
OFF-PA-10000304,Xerox 1995,Office Supplies,Paper,1.72
FUR-FU-10001591,Advantus Panel Wall Certificate Holder - 8.5x11,Furniture,Furnishings,4.71
OFF-PA-10003449,"Green Bar Computer Printout Paper, Premium",Office Supplies,Paper,14.67
FUR-FU-10004903,"Eldon Light Bulb, Black",Furniture,Furnishings,10.52
OFF-BI-10002558,"Cardinal Binder Covers, Economy",Office Supplies,Binders,10.08
OFF-LA-10001934,Avery 516,Office Supplies,Labels,2.35
OFF-BI-10001096,"Ibico Binder Covers, Durable",Office Supplies,Binders,9.46
OFF-FA-10002481,"OIC Rubber Bands, 12 Pack",Office Supplies,Fasteners,15.25
FUR-FU-10001933,"Tenex Stacking Tray, Black",Furniture,Furnishings,16.62
OFF-WIL-10003532,"Wilson Jones Binding Machine, Economy",Office Supplies,Binders,29
OFF-BI-10001892,"Ibico Hole Reinforcements, Recycled",Office Supplies,Binders,3.49
OFF-BI-10001787,Wilson Jones Four-Pocket Poly Binders,Office Supplies,Binders,3.3
OFF-AR-10002833,Newell 322,Office Supplies,Art,1.34
OFF-WIL-10001069,"Wilson Jones Hole Reinforcements, Clear",Office Supplies,Binders,3.51
TEC-PH-10003847,"Apple Headset, with Caller ID",Technology,Phones,40.68
FUR-CH-10004606,"Hon Rocking Chair, Red",Furniture,Chairs,104.66
TEC-CO-10001893,"HP Wireless Fax, Color",Technology,Copiers,143.27
OFF-PA-10000871,"Enermax Cards & Envelopes, Recycled",Office Supplies,Paper,38.37
TEC-HP -10004012,"HP Personal Copier, Digital",Technology,Copiers,86.95
FUR-TA-10001307,"SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black",Furniture,Tables,213.2
TEC-PH-10002468,"Plantronics CS 50-USB - headset - Convertible, Monaural",Technology,Phones,80.47
FUR-CH-10003817,"Global Value Steno Chair, Gray",Furniture,Chairs,43.44
FUR-FU-10001175,"Advantus Door Stop, Durable",Furniture,Furnishings,24.86
TEC-AC-10001611,"Memorex Numeric Keypad, Bluetooth",Technology,Accessories,28.51
OFF-BIC-10004826,"BIC Canvas, Easy-Erase",Office Supplies,Art,31.61
OFF-BI-10000329,"Acco Binder, Durable",Office Supplies,Binders,11.18
OFF-AP-10002765,Fellowes Advanced Computer Series Surge Protectors,Office Supplies,Appliances,17.29
OFF-PA-10001144,Xerox 1913,Office Supplies,Paper,26.55
OFF-AR-10004602,Boston KS Multi-Size Manual Pencil Sharpener,Office Supplies,Art,14.34
OFF-ST-10001824,"Rogers Box, Single Width",Office Supplies,Storage,21.86
OFF-BI-10003018,"Avery Binder, Clear",Office Supplies,Binders,6.05
OFF-PA-10000781,"Eaton Message Books, 8.5 x 11",Office Supplies,Paper,8.9
OFF-AR-10000124,"Binney & Smith Highlighters, Fluorescent",Office Supplies,Art,15.2
OFF-CAM-10002611,"Cameo Interoffice Envelope, Recycled",Office Supplies,Envelopes,24.48
OFF-EN-10004590,"Ames Peel and Seal, with clear poly window",Office Supplies,Envelopes,15.57
OFF-BIN-10002061,"Binney & Smith Sketch Pad, Blue",Office Supplies,Art,32.09
OFF-PA-10000659,"Adams Phone Message Book, Professional, 400 Message Capacity, 5 3/6” x 11”",Office Supplies,Paper,3.1
OFF-AR-10004165,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",Office Supplies,Art,1.04
OFF-NOV-10004585,"Novimex Legal Exhibit Labels, Laser Printer Compatible",Office Supplies,Labels,5.65
OFF-LA-10004799,"Hon Shipping Labels, Adjustable",Office Supplies,Labels,4.21
TEC-AC-10004510,Logitech Desktop MK120 Mouse and keyboard Combo,Technology,Accessories,13.89
OFF-SME-10001718,"Smead Box, Industrial",Office Supplies,Storage,9.71
OFF-NOV-10000721,"Novimex File Folder Labels, Laser Printer Compatible",Office Supplies,Labels,6.11
OFF-ST-10000321,Akro Stacking Bins,Office Supplies,Storage,7.43
FUR-BO-10001679,"Ikea 3-Shelf Cabinet, Traditional",Furniture,Bookcases,69.24
FUR-BO-10003697,"Safco Floating Shelf Set, Mobile",Furniture,Bookcases,164.74
OFF-ST-10000585,Economy Rollaway Files,Office Supplies,Storage,112.65
OFF-LA-10002575,"Smead Legal Exhibit Labels, 5000 Label Set",Office Supplies,Labels,9.69
OFF-AR-10001266,"Boston Canvas, Blue",Office Supplies,Art,30.65
FUR-FU-10001967,Telescoping Adjustable Floor Lamp,Furniture,Furnishings,9.25
TEC-MA-10001811,"Okidata Card Printer, Durable",Technology,Machines,167.53
OFF-EN-10003632,"Jiffy Mailers, Recycled",Office Supplies,Envelopes,26.37
FUR-TEN-10003050,"Tenex Photo Frame, Black",Furniture,Furnishings,29.52
OFF-EN-10003630,"GlobeWeis Business Envelopes, Set of 50",Office Supplies,Envelopes,11.43
OFF-SU-10002709,"Fiskars Letter Opener, Easy Grip",Office Supplies,Supplies,15.73
OFF-PA-10001470,"Green Bar Message Books, 8.5 x 11",Office Supplies,Paper,10.37
OFF-FA-10000697,"Advantus Rubber Bands, 12 Pack",Office Supplies,Fasteners,11.88
OFF-BI-10004470,"Wilson Jones Index Tab, Durable",Office Supplies,Binders,3.61
OFF-BI-10004369,"Ibico Hole Reinforcements, Recycled",Office Supplies,Binders,4.24
OFF-SME-10001853,"Smead Folders, Blue",Office Supplies,Storage,13.66
OFF-PA-10000677,"Green Bar Memo Slips, Premium",Office Supplies,Paper,5.29
TEC-AC-10000086,"Logitech Mouse, USB",Technology,Accessories,13.53
OFF-LA-10000322,"Smead Round Labels, Laser Printer Compatible",Office Supplies,Labels,5.38
FUR-CH-10003692,"SAFCO Swivel Stool, Set of Two",Furniture,Chairs,126.05
OFF-AR-10004139,"Stanley Sketch Pad, Easy-Erase",Office Supplies,Art,26.63
OFF-AR-10001708,"Boston Sketch Pad, Blue",Office Supplies,Art,30.32
FUR-SAU-10004137,"Sauder Floating Shelf Set, Traditional",Furniture,Bookcases,101.39
TEC-PH-10000497,"Nokia Office Telephone, Cordless",Technology,Phones,41.06
OFF-BI-10003468,"Wilson Jones Binder Covers, Durable",Office Supplies,Binders,5.63
OFF-AR-10004348,"Boston Sketch Pad, Easy-Erase",Office Supplies,Art,24.17
TEC-AC-10002800,Plantronics Audio 478 Stereo USB Headset,Technology,Accessories,27.71
OFF-AP-10002892,Belkin F5C206VTEL 6 Outlet Surge,Office Supplies,Appliances,14.56
TEC-AC-10001295,"Memorex Memory Card, Bluetooth",Technology,Accessories,51.91
OFF-FA-10003817,"Stockwell Clamps, Metal",Office Supplies,Fasteners,17.03
OFF-AVE-10003549,"Avery Binding Machine, Recycled",Office Supplies,Binders,23.99
OFF-EN-10002491,"Cameo Peel and Seal, Set of 50",Office Supplies,Envelopes,13.14
OFF-IBI-10003191,"Ibico 3-Hole Punch, Durable",Office Supplies,Binders,17.84
OFF-LA-10003610,"Avery Removable Labels, 5000 Label Set",Office Supplies,Labels,6.23
OFF-FA-10000074,"Stockwell Push Pins, Bulk Pack",Office Supplies,Fasteners,9.38
FUR-FU-10001254,"Deflect-O Light Bulb, Black",Furniture,Furnishings,14.72
TEC-PH-10002623,"Cisco Smart Phone, with Caller ID",Technology,Phones,300.43
FUR-SAF-10002360,"Safco Stackable Bookrack, Pine",Furniture,Bookcases,79.21
OFF-AP-10004201,"Breville Refrigerator, White",Office Supplies,Appliances,384.06
OFF-ST-10003716,Tennsco Double-Tier Lockers,Office Supplies,Storage,186.83
TEC-NOK-10001678,"Nokia Audio Dock, Cordless",Technology,Phones,112.57
FUR-TA-10002235,"Chromcraft Round Table, Adjustable Height",Furniture,Tables,220.72
TEC-OKI-10004464,"Okidata Printer, Red",Technology,Machines,226.98
TEC-KON-10001017,"Konica Receipt Printer, White",Technology,Machines,60.79
TEC-AC-10000110,"Belkin Numeric Keypad, Bluetooth",Technology,Accessories,25.62
OFF-ST-10001346,"Smead File Cart, Industrial",Office Supplies,Storage,71.92
OFF-SU-10000207,"Kleencut Box Cutter, High Speed",Office Supplies,Supplies,24.97
TEC-AC-10002550,Maxell 4.7GB DVD-RW 3/Pack,Technology,Accessories,8.16
OFF-AR-10001525,"Stanley Highlighters, Blue",Office Supplies,Art,9
TEC-PH-10000788,"Cisco Office Telephone, Full Size",Technology,Phones,30.32
TEC-AC-10004864,Memorex Micro Travel Drive 32 GB,Technology,Accessories,17.78
FUR-FU-10000816,"Tenex Clock, Erganomic",Furniture,Furnishings,26.29
TEC-AC-10001101,Sony 16GB Class 10 Micro SDHC R40 Memory Card,Technology,Accessories,10.61
OFF-PA-10004495,"SanDisk Note Cards, Premium",Office Supplies,Paper,13.89
FUR-FU-10000320,OIC Stacking Trays,Furniture,Furnishings,1.72
OFF-BI-10003684,Wilson Jones Legal Size Ring Binders,Office Supplies,Binders,10.95
TEC-MA-10003743,"StarTech Printer, Durable",Technology,Machines,212.81
OFF-AR-10002671,"Hunt BOSTON Model 1606 High-Volume Electric Pencil Sharpener, Beige",Office Supplies,Art,112.16
TEC-PH-10004437,"Cisco Speaker Phone, with Caller ID",Technology,Phones,44.89
TEC-CO-10002404,"HP Fax Machine, Color",Technology,Copiers,175.51
FUR-CH-10004746,"Office Star Executive Leather Armchair, Adjustable",Furniture,Chairs,127.85
OFF-EN-10000056,Cameo Buff Policy Envelopes,Office Supplies,Envelopes,22.46
TEC-AC-10002533,"Enermax Memory Card, USB",Technology,Accessories,87.65
TEC-MA-10000606,"Epson Phone, Wireless",Technology,Machines,36.97
FUR-CH-10004011,"SAFCO Executive Leather Armchair, Black",Furniture,Chairs,176.64
TEC-AC-10004659,Imation Secure+ Hardware Encrypted USB 2.0 Flash Drive; 16GB,Technology,Accessories,41.09
OFF-AP-10001469,Fellowes 8 Outlet Superior Workstation Surge Protector,Office Supplies,Appliances,23.48
FUR-FU-10001246,"Advantus Frame, Durable",Furniture,Furnishings,77.23
OFF-BI-10001533,"Wilson Jones Binding Machine, Recycled",Office Supplies,Binders,26.79
OFF-AR-10001405,"Binney & Smith Highlighters, Fluorescent",Office Supplies,Art,13.07
TEC-PH-10002726,netTALK DUO VoIP Telephone Service,Technology,Phones,23.08
TEC-PH-10001809,Panasonic KX T7736-B Digital phone,Technology,Phones,106.32
OFF-BI-10004534,"Wilson Jones Binding Machine, Recycled",Office Supplies,Binders,27.49
OFF-EN-10000084,"Jiffy Manila Envelope, with clear poly window",Office Supplies,Envelopes,7.16
OFF-SU-10001968,"Acme Scissors, Steel",Office Supplies,Supplies,8.31
OFF-AR-10003738,"Boston Canvas, Fluorescent",Office Supplies,Art,29.24
OFF-PA-10001033,Xerox 1893,Office Supplies,Paper,18.68
OFF-SU-10002379,"Fiskars Letter Opener, High Speed",Office Supplies,Supplies,24.32
OFF-ST-10000442,"Rogers Box, Wire Frame",Office Supplies,Storage,10.01
OFF-FA-10001199,"Advantus Thumb Tacks, 12 Pack",Office Supplies,Fasteners,5.93
OFF-FA-10002264,"Advantus Rubber Bands, Assorted Sizes",Office Supplies,Fasteners,9.8
OFF-BI-10000280,"Ibico Hole Reinforcements, Economy",Office Supplies,Binders,4.02
OFF-BI-10002424,"Avery Binder, Economy",Office Supplies,Binders,6.2
OFF-HAR-10002083,"Harbour Creations Round Labels, 5000 Label Set",Office Supplies,Labels,3.83
TEC-PH-10001870,Lunatik TT5L-002 Taktik Strike Impact Protection System for iPhone 5,Technology,Phones,44.22
OFF-FA-10000834,"Advantus Staples, Assorted Sizes",Office Supplies,Fasteners,3.84
OFF-ST-10002444,Recycled Eldon Regeneration Jumbo File,Office Supplies,Storage,7.97
FUR-BO-10002182,"Safco Floating Shelf Set, Pine",Furniture,Bookcases,168.05
OFF-AR-10003045,Prang Colored Pencils,Office Supplies,Art,1.46
OFF-FA-10002280,Advantus Plastic Paper Clips,Office Supplies,Fasteners,2.22
OFF-AVE-10001750,"Avery 3-Hole Punch, Clear",Office Supplies,Binders,23.61
OFF-BI-10003719,Large Capacity Hanging Post Binders,Office Supplies,Binders,13.49
OFF-STO-10001671,"Stockwell Staples, Assorted Sizes",Office Supplies,Fasteners,5.6
FUR-FU-10000468,"Advantus Frame, Durable",Furniture,Furnishings,82.94
OFF-ST-10000344,"Fellowes Box, Industrial",Office Supplies,Storage,12.72
OFF-ST-10001631,"Tenex Trays, Blue",Office Supplies,Storage,28.64
OFF-FA-10000549,"Advantus Staples, Metal",Office Supplies,Fasteners,9.38
OFF-PA-10003407,"Enermax Memo Slips, Recycled",Office Supplies,Paper,8.3
TEC-LOG-10003079,"Logitech Flash Drive, Erganomic",Technology,Accessories,13.6
OFF-EN-10002166,"Cameo Manila Envelope, with clear poly window",Office Supplies,Envelopes,15.47
OFF-AR-10003478,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",Office Supplies,Art,4.33
OFF-SME-10002467,"Smead Round Labels, Alphabetical",Office Supplies,Labels,5.41
OFF-EN-10004988,"Cameo Mailers, Set of 50",Office Supplies,Envelopes,16.45
OFF-BI-10000765,"Avery Hole Reinforcements, Durable",Office Supplies,Binders,2.86
OFF-ST-10001758,"Rogers Lockers, Blue",Office Supplies,Storage,153.62
FUR-TA-10000688,"Chromcraft Bull-Nose Wood Round Conference Table Top, Wood Base",Furniture,Tables,157.16
OFF-AP-10004869,"KitchenAid Toaster, White",Office Supplies,Appliances,42.8
FUR-TA-10001039,KI Adjustable-Height Table,Furniture,Tables,51.18
TEC-AC-10004566,"Belkin Mouse, USB",Technology,Accessories,22.3
OFF-BI-10002794,"Avery Trapezoid Ring Binder, 3"" Capacity, Black, 1040 sheets",Office Supplies,Binders,15.98
OFF-EN-10003936,"Cameo Peel and Seal, with clear poly window",Office Supplies,Envelopes,11.96
OFF-SU-10001892,"Elite Box Cutter, High Speed",Office Supplies,Supplies,16.74
FUR-OFF-10001798,"Office Star Steel Folding Chair, Red",Furniture,Chairs,74.58
TEC-AC-10003441,Kingston Digital DataTraveler 32GB USB 2.0,Technology,Accessories,13.71
FUR-FU-10001918,C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings,Furniture,Furnishings,2.26
OFF-PA-10002196,"Green Bar Message Books, Recycled",Office Supplies,Paper,13.33
OFF-BI-10000312,"Cardinal Binder Covers, Economy",Office Supplies,Binders,10.03
OFF-TEN-10002065,"Tenex Shelving, Industrial",Office Supplies,Storage,43.55
FUR-TA-10000304,"Barricks Training Table, with Bottom Storage",Furniture,Tables,187.04
OFF-SU-10004498,Martin-Yale Premier Letter Opener,Office Supplies,Supplies,9.83
FUR-FU-10000747,Tenex B1-RE Series Chair Mats for Low Pile Carpets,Furniture,Furnishings,36.78
OFF-PA-10003309,Xerox 211,Office Supplies,Paper,2.67
OFF-LA-10001284,"Smead Round Labels, 5000 Label Set",Office Supplies,Labels,6.47
OFF-LA-10001677,"Avery Color Coded Labels, Adjustable",Office Supplies,Labels,3.61
TEC-CO-10002697,"Brother Wireless Fax, High-Speed",Technology,Copiers,242.17
FUR-BO-10002378,"Dania 3-Shelf Cabinet, Metal",Furniture,Bookcases,55.62
TEC-CO-10001560,"Hewlett Ink, Color",Technology,Copiers,43.7
FUR-BO-10001155,"Dania 3-Shelf Cabinet, Traditional",Furniture,Bookcases,115.21
OFF-SME-10004702,"Smead File Cart, Industrial",Office Supplies,Storage,80.58
OFF-KIT-10003611,"KitchenAid Stove, Red",Office Supplies,Appliances,371.84
TEC-MA-10000317,"StarTech Receipt Printer, Red",Technology,Machines,93.17
OFF-SAN-10004881,"Sanford Pencil Sharpener, Easy-Erase",Office Supplies,Art,7.83
FUR-SAU-10004653,"Sauder Classic Bookcase, Traditional",Furniture,Bookcases,238.83
FUR-BO-10001753,"Dania Stackable Bookrack, Traditional",Furniture,Bookcases,64.22
TEC-NOK-10002555,"Nokia Audio Dock, VoIP",Technology,Phones,106.19
FUR-FU-10004182,"Eldon Stacking Tray, Black",Furniture,Furnishings,16.57
FUR-CH-10000265,"Office Star Chairmat, Adjustable",Furniture,Chairs,29.8
FUR-FU-10001200,"Tenex Photo Frame, Erganomic",Furniture,Furnishings,45.95
TEC-AC-10003895,"Enermax Mouse, Bluetooth",Technology,Accessories,20.51
OFF-BI-10002446,"Wilson Jones Binder, Economy",Office Supplies,Binders,9.78
OFF-STA-10002654,"Stanley Pencil Sharpener, Fluorescent",Office Supplies,Art,12.43
OFF-IBI-10001123,"Ibico 3-Hole Punch, Recycled",Office Supplies,Binders,18.71
OFF-ACC-10000233,"Acco Binder, Economy",Office Supplies,Binders,12.29
OFF-BI-10003475,"Wilson Jones Index Tab, Recycled",Office Supplies,Binders,3.26
OFF-GRE-10001521,"Green Bar Message Books, Recycled",Office Supplies,Paper,14.28
OFF-ST-10003808,"Eldon Box, Wire Frame",Office Supplies,Storage,6.95
FUR-DEF-10002865,"Deflect-O Light Bulb, Erganomic",Furniture,Furnishings,8.58
OFF-LA-10004425,Staples,Office Supplies,Labels,1.37
TEC-MA-10000002,"Epson Card Printer, Durable",Technology,Machines,63.4
FUR-TA-10004680,"Lesro Wood Table, Fully Assembled",Furniture,Tables,254.68
TEC-CO-10004997,"Hewlett Wireless Fax, Color",Technology,Copiers,170.35
TEC-CO-10002108,"Brother Personal Copier, Color",Technology,Copiers,61.73
FUR-TA-10003238,"Chromcraft Bull-Nose Wood 48"" x 96"" Rectangular Conference Tables",Furniture,Tables,428.94
TEC-NOK-10000784,"Nokia Speaker Phone, Cordless",Technology,Phones,50.03
OFF-ROG-10001418,"Rogers Trays, Wire Frame",Office Supplies,Storage,25.65
OFF-SU-10004524,"Kleencut Box Cutter, High Speed",Office Supplies,Supplies,25.41
OFF-AP-10001882,"Breville Coffee Grinder, Silver",Office Supplies,Appliances,33.43
OFF-FA-10001892,"Advantus Clamps, Metal",Office Supplies,Fasteners,4.97
OFF-AR-10002816,"Boston Canvas, Blue",Office Supplies,Art,37.79
OFF-BI-10000289,"Wilson Jones Binder Covers, Recycled",Office Supplies,Binders,7.33
OFF-PA-10001661,"SanDisk Computer Printout Paper, 8.5 x 11",Office Supplies,Paper,28.43
OFF-AP-10003717,"Breville Coffee Grinder, White",Office Supplies,Appliances,45.79
OFF-LA-10001074,Round Specialty Laser Printer Labels,Office Supplies,Labels,5.7
OFF-PA-10002372,"SanDisk Computer Printout Paper, Recycled",Office Supplies,Paper,14.88
OFF-FA-10002241,"Stockwell Clamps, Bulk Pack",Office Supplies,Fasteners,9.61
TEC-AC-10002243,"SanDisk Keyboard, Programmable",Technology,Accessories,54.21
OFF-ST-10003153,"Tenex File Cart, Single Width",Office Supplies,Storage,68.18
OFF-BI-10003982,Wilson Jones Century Plastic Molded Ring Binders,Office Supplies,Binders,10.41
FUR-ADV-10004159,"Advantus Frame, Durable",Furniture,Furnishings,93.99
OFF-LA-10004848,"Avery Legal Exhibit Labels, 5000 Label Set",Office Supplies,Labels,6.02
OFF-ST-10002608,"Eldon Box, Industrial",Office Supplies,Storage,5.26
OFF-BIN-10002236,"Binney & Smith Pencil Sharpener, Water Color",Office Supplies,Art,13.93
TEC-SAN-10000235,"SanDisk Router, USB",Technology,Accessories,145.69
OFF-PA-10002319,Xerox 1944,Office Supplies,Paper,18
OFF-LA-10003827,"Avery Color Coded Labels, 5000 Label Set",Office Supplies,Labels,5.26
OFF-AR-10002656,Sanford Liquid Accent Highlighters,Office Supplies,Art,3.25
TEC-ENE-10000690,"Enermax Keyboard, USB",Technology,Accessories,55.05
OFF-SU-10001664,Acme Office Executive Series Stainless Steel Trimmers,Office Supplies,Supplies,5.65
OFF-EN-10000461,"#10- 4 1/8"" x 9 1/2"" Recycled Envelopes",Office Supplies,Envelopes,4.14
OFF-GRE-10000320,"Green Bar Computer Printout Paper, Premium",Office Supplies,Paper,16.7
OFF-GRE-10000328,"Green Bar Parchment Paper, Premium",Office Supplies,Paper,16.38
OFF-IBI-10001772,"Ibico Index Tab, Clear",Office Supplies,Binders,5.55
OFF-BI-10002557,Presstex Flexible Ring Binders,Office Supplies,Binders,2.84
FUR-CH-10000155,Global Comet Stacking Armless Chair,Furniture,Chairs,182.62
TEC-PH-10003439,"Apple Audio Dock, VoIP",Technology,Phones,106.5
TEC-CO-10001046,Canon Imageclass D680 Copier / Fax,Technology,Copiers,341.15
TEC-CO-10000917,"Hewlett Copy Machine, Color",Technology,Copiers,136.9
OFF-BI-10004666,"Wilson Jones Binding Machine, Durable",Office Supplies,Binders,23.61
OFF-ST-10001025,"Tenex Trays, Single Width",Office Supplies,Storage,23.1
FUR-FU-10004608,"Advantus Door Stop, Erganomic",Furniture,Furnishings,26.59
OFF-ST-10004331,"Eldon Folders, Single Width",Office Supplies,Storage,8.53
OFF-AR-10000851,"Sanford Sketch Pad, Blue",Office Supplies,Art,32.42
FUR-FU-10001619,"Advantus Clock, Erganomic",Furniture,Furnishings,28.66
OFF-ST-10003764,"Tenex Box, Industrial",Office Supplies,Storage,8.01
